Author,Title,Text
Robert Frost,Brown’s Descent ,"Brown lived at such a lofty farm
That everyone for miles could see
His lantern when he did his chores
In winter after half-past three.

And many must have seen him make
His wild descent from there one night,
’Cross lots, ’cross walls, ’cross everything,
Describing rings of lantern light.

Between the house and barn the gale
Got him by something he had on
And blew him out on the icy crust
That cased the world, and he was gone!

Walls were all buried, trees were few:
He saw no stay unless he stove
A hole in somewhere with his heel.
But though repeatedly he strove

And stamped and said things to himself,
And sometimes something seemed to yield,
He gained no foothold, but pursued
His journey down from field to field.

Sometimes he came with arms outspread
Like wings, revolving in the scene
Upon his longer axis, and
With no small dignity of mien.

Faster or slower as he chanced,
Sitting or standing as he chose,
According as he feared to risk
His neck, or thought to spare his clothes,

He never let the lantern drop.
And some exclaimed who saw afar
The figures he described with it,
”I wonder what those signals are

Brown makes at such an hour of night!
He’s celebrating something strange.
I wonder if he’s sold his farm,
Or been made Master of the Grange.”

He reeled, he lurched, he bobbed, he checked;
He fell and made the lantern rattle
(But saved the light from going out.)
So half-way down he fought the battle

Incredulous of his own bad luck.
And then becoming reconciled
To everything, he gave it up
And came down like a coasting child.

“Well—I—be—” that was all he said,
As standing in the river road,
He looked back up the slippery slope
(Two miles it was) to his abode.

Sometimes as an authority
On motor-cars, I’m asked if I
Should say our stock was petered out,
And this is my sincere reply:

Yankees are what they always were.
Don’t think Brown ever gave up hope
Of getting home again because
He couldn’t climb that slippery slope;

Or even thought of standing there
Until the January thaw
Should take the polish off the crust.
He bowed with grace to natural law,

And then went round it on his feet,
After the manner of our stock;
Not much concerned for those to whom,
At that particular time o’clock,

It must have looked as if the course
He steered was really straight away
From that which he was headed for—
Not much concerned for them, I say:

No more so than became a man—
And politician at odd seasons.
I’ve kept Brown standing in the cold
While I invested him with reasons;

But now he snapped his eyes three times;
Then shook his lantern, saying, “Ile’s
’Bout out!” and took the long way home
By road, a matter of several miles."
Robert Frost,Dust in the Eyes ,"If, as they say, some dust thrown in my eyes
Will keep my talk from getting overwise,
I'm not the one for putting off the proof.
Let it be overwhelming, off a roof
And round a corner, blizzard snow for dust,
And blind me to a standstill if it must."
Robert Frost,Evening in a Sugar Orchard ,"From where I lingered in a lull in march
outside the sugar-house one night for choice,
I called the fireman with a careful voice
And bade him leave the pan and stoke the arch:
'O fireman, give the fire another stoke,
And send more sparks up chimney with the smoke.'
I thought a few might tangle, as they did,
Among bare maple boughs, and in the rare
Hill atmosphere not cease to glow,
And so be added to the moon up there.
The moon, though slight, was moon enough to show
On every tree a bucket with a lid,
And on black ground a bear-skin rug of snow.
The sparks made no attempt to be the moon.
They were content to figure in the trees
As Leo, Orion, and the Pleiades.
And that was what the boughs were full of soon."
Robert Frost,I. The Witch of CoÃ¶s ,"I stayed the night for shelter at a farm
Behind the mountains, with a mother and son,
Two old-believers. They did all the talking.

MOTHER: Folks think a witch who has familiar spirits
She could call up to pass a winter evening,
But wonâ€™t, should be burned at the stake or something.
Summoning spirits isnâ€™t â€œButton, button,
Whoâ€™s got the button,â€ I would have them know.

SON: Mother can make a common table rear
And kick with two legs like an army mule.
MOTHER: And when Iâ€™ve done it, what good have I done?
Rather than tip a table for you, let me
Tell you what Ralle the Sioux Control once told me.
He said the dead had souls, but when I asked him
How could that be â€” I thought the dead were soulsâ€”
He broke my trance. Donâ€™t that make you suspicious
That thereâ€™s something the dead are keeping back?
Yes, thereâ€™s something the dead are keeping back.

SON: You wouldnâ€™t want to tell him what we have
Up attic, mother?

MOTHER: Bones â€” a skeleton.
SON: But the headboard of motherâ€™s bed is pushed
Against theâ€ attic door: the door is nailed.
Itâ€™s harmless. Mother hears it in the night
Halting perplexed behind the barrier
Of door and headboard. Where it wants to get
Is back into the cellar where it came from.

MOTHER: Weâ€™ll never let them, will we, son! Weâ€™ll never!

SON: It left the cellar forty years ago
And carried itself like a pile of dishes
Up one flight from the cellar to the kitchen,
Another from the kitchen to the bedroom,
Another from the bedroom to the attic,
Right past both father and mother, and neither stopped it.
Father had gone upstairs; mother was downstairs.
I was a baby: I donâ€™t know where I was.
35
MOTHER: The only fault my husband found with me â€”
I went to sleep before I went to bed,
Especially in winter when the bed
Might just as well be ice and the clothes snow.
The night the bones came up the cellar-stairs
Toffile had gone to bed alone and left me,
But left an open door to cool the room off
So as to sort of turn me out of it.
I was just coming to myself enough
To wonder where the cold was coming from,
When I heard Toffile upstairs in the bedroom
And thought I heard him downstairs in the cellar.
The board we had laid down to walk dry-shod on
When there was water in the cellar in spring
Struck the hard cellar bottom. And then someone
Began the stairs, two footsteps for each step,
The way a man with one leg and a crutch,
Or a little child, comes up. It wasnâ€™t Toffile:
It wasnâ€™t anyone who could be there.
The bulkhead double-doors were double-locked
And swollen tight and buried under snow.
The cellar windows were banked up with sawdust
And swollen tight and buried under snow.
It was the bones. I knew them â€” and good reason.
My first impulse was to get to the knob
And hold the door. But the bones didnâ€™t try
The door; they halted helpless on the landing,
Waiting for things to happen in their favor.â€
The faintest restless rustling ran all through them.
I never could have done the thing I did
If the wish hadnâ€™t been too strong in me
To see how they were mounted for this walk.
I had a vision of them put together
Not like a man, but like a chandelier.
So suddenly I flung the door wide on him.
A moment he stood balancing with emotion,
And all but lost himself. (A tongue of fire
Flashed out and licked along his upper teeth.
Smoke rolled inside the sockets of his eyes.)
Then he came at me with one hand outstretched,
The way he did in life once; but this time
I struck the hand off brittle on the floor,
And fell back from him on the floor myself.
The finger-pieces slid in all directions.
(Where did I see one of those pieces lately?
Hand me my button-box- it must be there.)
I sat up on the floor and shouted, â€œToffile,
Itâ€™s coming up to you.â€ It had its choice
Of the door to the cellar or the hall.
It took the hall door for the novelty,
And set off briskly for so slow a thing,
Still going every which way in the joints, though,
So that it looked like lightning or a scribble,
From the slap I had just now given its hand.
I listened till it almost climbed the stairs
From the hall to the only finished bedroom,
Before I got up to do anything;
Then ran and shouted, â€œShut the bedroom door,
Toffile, for my sake!â€ â€œCompany?â€ he said,
â€œDonâ€™t make me get up; Iâ€™m too warm in bed.â€
So lying forward weakly on the handrail
I pushed myself upstairs, and in the light
(The kitchen had been dark) I had to own
I could see nothing. â€œToffile, I donâ€™t see it.
Itâ€™s with us in the room though. Itâ€™s the bones.â€
â€œWhat bones?â€ â€œThe cellar bonesâ€” out of the grave.â€
That made him throw his bare legs out of bed
And sit up by me and take hold of me.
I wanted to put out the light and see
If I could see it, or else mow the room,
With our arms at the level of our knees,
And bring the chalk-pile down. â€œIâ€™ll tell you what-
Itâ€™s looking for another door to try.
The uncommonly deep snow has made him think
Of his old song, The Wild Colonial Boy,
He always used to sing along the tote-road.
Heâ€™s after an open door to get out-doors.
Letâ€™s trap him with an open door up attic.â€
Toffile agreed to that, and sure enough,
Almost the moment he was given an opening,
The steps began to climb the attic stairs.
I heard them. Toffile didnâ€™t seem to hear them.
â€œQuick !â€ I slammed to the door and held the knob.
â€œToffile, get nails.â€ I made him nail the door shut,
And push the headboard of the bed against it.
Then we asked was there anything
Up attic that weâ€™d ever want again.
The attic was less to us than the cellar.
If the bones liked the attic, let them have it.
Let them stay in the attic. When they sometimes
Come down the stairs at night and stand perplexed
Behind the door and headboard of the bed,
Brushing their chalky skull with chalky fingers,
With sounds like the dry rattling of a shutter,
Thatâ€™s what I sit up in the dark to sayâ€”
To no one any more since Toffile died.
Let them stay in the attic since they went there.
I promised Toffile to be cruel to them
For helping them be cruel once to him.

SON: We think they had a grave down in the cellar.

MOTHER: We know they had a grave down in the cellar.

SON: We never could find out whose bones they were.

MOTHER: Yes, we could too, son. Tell the truth for once.
They were a manâ€™s his father killed for me.
I mean a man he killed instead of me.
The least I could do was to help dig their grave.
We were about it one night in the cellar.
Son knows the story: but â€œtwas not for him
To tell the truth, suppose the time had come.
Son looks surprised to see me end a lie
Weâ€™d kept all these years between ourselves
So as to have it ready for outsiders.
But to-night I donâ€™t care enough to lieâ€”
I donâ€™t remember why I ever cared.
Toffile, if he were here, I donâ€™t believe
Could tell you why he ever cared himself-

She hadnâ€™t found the finger-bone she wanted
Among the buttons poured out in her lap.
I verified the name next morning: Toffile.
The rural letter-box said Toffile Lajway."
Robert Frost,In a Vale ,"WHEN I was young, we dwelt in a vale
By a misty fen that rang all night,
And thus it was the maidens pale
I knew so well, whose garments trail
Across the reeds to a window light.

The fen had every kind of bloom,
And for every kind there was a face,
And a voice that has sounded in my room
Across the sill from the outer gloom.
Each came singly unto her place,

But all came every night with the mist;
And often they brought so much to say
Of things of moment to which, they wist,
One so lonely was fain to list,
That the stars were almost faded away

Before the last went, heavy with dew,
Back to the place from which she came—
Where the bird was before it flew,
Where the flower was before it grew,
Where bird and flower were one and the same.

And thus it is I know so well
Why the flower has odor, the bird has song.
You have only to ask me, and I can tell.
No, not vainly there did I dwell,
Nor vainly listen all the night long."
Robert Frost,Locked Out ,"As told to a child


When we locked up the house at night,
We always locked the flowers outside
And cut them off from window light.
The time I dreamed the door was tried
And brushed with buttons upon sleeves,
The flowers were out there with the thieves.
Yet nobody molested them!
We did find one nasturtium
Upon the steps with bitten stem.
I may have been to blame for that:
I always thought it must have been
Some Hower I played with as I sat
At dusk to watch the moon down early."
Robert Frost,Meeting and Passing ,"As I went down the hill along the wall
There was a gate I had leaned at for the view
And had just turned from when I first saw you
As you came up the hill. We met. But all
We did that day was mingle great and small
Footprints in summer dust as if we drew
The figure of our being less that two
But more than one as yet. Your parasol
Pointed the decimal off with one deep thrust.
And all the time we talked you seemed to see
Something down there to smile at in the dust.
(Oh, it was without prejudice to me!)
Afterward I went past what you had passed
Before we met and you what I had passed."
Robert Frost,Misgiving ,"All crying, 'We will go with you, O Wind!'
The foliage follow him, leaf and stem;
But a sleep oppresses them as they go,
And they end by bidding them as they go,
And they end by bidding him stay with them.

Since ever they flung abroad in spring
The leaves had promised themselves this flight,
Who now would fain seek sheltering wall,
Or thicket, or hollow place for the night.

And now they answer his summoning blast
With an ever vaguer and vaguer stir,
Or at utmost a little reluctant whirl
That drops them no further than where they were.

I only hope that when I am free
As they are free to go in quest
Of the knowledge beyond the bounds of life
It may not seem better to me to rest."
Robert Frost,Pea Brush ,"I WALKED down alone Sunday after church
To the place where John has been cutting trees
To see for myself about the birch
He said I could have to bush my peas.

The sun in the new-cut narrow gap
Was hot enough for the first of May,
And stifling hot with the odor of sap
From stumps still bleeding their life away.

The frogs that were peeping a thousand shrill
Wherever the ground was low and wet,
The minute they heard my step went still
To watch me and see what I came to get.

Birch boughs enough piled everywhere!—
All fresh and sound from the recent axe.
Time someone came with cart and pair
And got them off the wild flower’s backs.

They might be good for garden things
To curl a little finger round,
The same as you seize cat’s-cradle strings,
And lift themselves up off the ground.

Small good to anything growing wild,
They were crooking many a trillium
That had budded before the boughs were piled
And since it was coming up had to come."
Robert Frost,Spring Pools ,"These pools that, though in forests, still reflect
The total sky almost without defect,
And like the flowers beside them, chill and shiver,
Will like the flowers beside them soon be gone,
And yet not out by any brook or river,
But up by roots to bring dark foliage on.
The trees that have it in their pent-up buds
To darken nature and be summer woods --
Let them think twice before they use their powers
To blot out and drink up and sweep away
These flowery waters and these watery flowers
From snow that melted only yesterday."
Robert Frost,The Black Cottage ,"We chanced in passing by that afternoon
To catch it in a sort of special picture
Among tar-banded ancient cherry trees,
Set well back from the road in rank lodged grass,
The little cottage we were speaking of,
A front with just a door between two windows,
Fresh painted by the shower a velvet black.
We paused, the minister and I, to look.
He made as if to hold it at arm's length
Or put the leaves aside that framed it in.
""Pretty,"" he said. ""Come in. No one will care.""
The path was a vague parting in the grass
That led us to a weathered window-sill.
We pressed our faces to the pane. ""You see,"" he said,
""Everything's as she left it when she died.
Her sons won't sell the house or the things in it.
They say they mean to come and summer here
Where they were boys. They haven't come this year.
They live so far away--one is out west--
It will be hard for them to keep their word.
Anyway they won't have the place disturbed.""
A buttoned hair-cloth lounge spread scrolling arms
Under a crayon portrait on the wall
Done sadly from an old daguerreotype.
""That was the father as he went to war.
She always, when she talked about war,
Sooner or later came and leaned, half knelt
Against the lounge beside it, though I doubt
If such unlifelike lines kept power to stir
Anything in her after all the years.
He fell at Gettysburg or Fredericksburg,
I ought to know--it makes a difference which:
Fredericksburg wasn't Gettysburg, of course.
But what I'm getting to is how forsaken
A little cottage this has always seemed;
Since she went more than ever, but before--
I don't mean altogether by the lives
That had gone out of it, the father first,
Then the two sons, till she was left alone.
(Nothing could draw her after those two sons.
She valued the considerate neglect
She had at some cost taught them after years.)
I mean by the world's having passed it by--
As we almost got by this afternoon.
It always seems to me a sort of mark
To measure how far fifty years have brought us.
Why not sit down if you are in no haste?
These doorsteps seldom have a visitor.
The warping boards pull out their own old nails
With none to tread and put them in their place.
She had her own idea of things, the old lady.
And she liked talk. She had seen Garrison
And Whittier, and had her story of them.
One wasn't long in learning that she thought
Whatever else the Civil War was for
It wasn't just to keep the States together,
Nor just to free the slaves, though it did both.
She wouldn't have believed those ends enough
To have given outright for them all she gave.
Her giving somehow touched the principle
That all men are created free and equal.
And to hear her quaint phrases--so removed
From the world's view to-day of all those things.
That's a hard mystery of Jefferson's.
What did he mean? Of course the easy way
Is to decide it simply isn't true.
It may not be. I heard a fellow say so.
But never mind, the Welshman got it planted
Where it will trouble us a thousand years.
Each age will have to reconsider it.
You couldn't tell her what the West was saying,
And what the South to her serene belief.
She had some art of hearing and yet not
Hearing the latter wisdom of the world.
White was the only race she ever knew.
Black she had scarcely seen, and yellow never.
But how could they be made so very unlike
By the same hand working in the same stuff?
She had supposed the war decided that.
What are you going to do with such a person?
Strange how such innocence gets its own way.
I shouldn't be surprised if in this world
It were the force that would at last prevail.
Do you know but for her there was a time
When to please younger members of the church,
Or rather say non-members in the church,
Whom we all have to think of nowadays,
I would have changed the Creed a very little?
Not that she ever had to ask me not to;
It never got so far as that; but the bare thought
Of her old tremulous bonnet in the pew,
And of her half asleep was too much for me.
Why, I might wake her up and startle her.
It was the words 'descended into Hades'
That seemed too pagan to our liberal youth.
You know they suffered from a general onslaught.
And well, if they weren't true why keep right on
Saying them like the heathen? We could drop them.
Only--there was the bonnet in the pew.
Such a phrase couldn't have meant much to her.
But suppose she had missed it from the Creed
As a child misses the unsaid Good-night,
And falls asleep with heartache--how should I feel?
I'm just as glad she made me keep hands off,
For, dear me, why abandon a belief
Merely because it ceases to be true.
Cling to it long enough, and not a doubt
It will turn true again, for so it goes.
Most of the change we think we see in life
Is due to truths being in and out of favour.
As I sit here, and oftentimes, I wish
I could be monarch of a desert land
I could devote and dedicate forever
To the truths we keep coming back and back to.
So desert it would have to be, so walled
By mountain ranges half in summer snow,
No one would covet it or think it worth
The pains of conquering to force change on.
Scattered oases where men dwelt, but mostly
Sand dunes held loosely in tamarisk
Blown over and over themselves in idleness.
Sand grains should sugar in the natal dew
The babe born to the desert, the sand storm
Retard mid-waste my cowering caravans--
""There are bees in this wall."" He struck the clapboards,
Fierce heads looked out; small bodies pivoted.
We rose to go. Sunset blazed on the windows."
Robert Frost,The Bonfire ,"“OH, let’s go up the hill and scare ourselves,
As reckless as the best of them to-night,
By setting fire to all the brush we piled
With pitchy hands to wait for rain or snow.
Oh, let’s not wait for rain to make it safe.
The pile is ours: we dragged it bough on bough
Down dark converging paths between the pines.
Let’s not care what we do with it to-night.
Divide it? No! But burn it as one pile
The way we piled it. And let’s be the talk
Of people brought to windows by a light
Thrown from somewhere against their wall-paper.
Rouse them all, both the free and not so free
With saying what they’d like to do to us
For what they’d better wait till we have done.
Let’s all but bring to life this old volcano,
If that is what the mountain ever was—
And scare ourselves. Let wild fire loose we will….”

“And scare you too?” the children said together.

“Why wouldn’t it scare me to have a fire
Begin in smudge with ropy smoke and know
That still, if I repent, I may recall it,
But in a moment not: a little spurt
Of burning fatness, and then nothing but
The fire itself can put it out, and that
By burning out, and before it burns out
It will have roared first and mixed sparks with stars,
And sweeping round it with a flaming sword,
Made the dim trees stand back in wider circle—
Done so much and I know not how much more
I mean it shall not do if I can bind it.
Well if it doesn’t with its draft bring on
A wind to blow in earnest from some quarter,
As once it did with me upon an April.
The breezes were so spent with winter blowing
They seemed to fail the bluebirds under them
Short of the perch their languid flight was toward;
And my flame made a pinnacle to heaven
As I walked once round it in possession.
But the wind out of doors—you know the saying.
There came a gust. You used to think the trees
Made wind by fanning since you never knew
It blow but that you saw the trees in motion.
Something or someone watching made that gust.
It put the flame tip-down and dabbed the grass
Of over-winter with the least tip-touch
Your tongue gives salt or sugar in your hand.
The place it reached to blackened instantly.
The black was all there was by day-light,
That and the merest curl of cigarette smoke—
And a flame slender as the hepaticas,
Blood-root, and violets so soon to be now.
But the black spread like black death on the ground,
And I think the sky darkened with a cloud
Like winter and evening coming on together.
There were enough things to be thought of then.
Where the field stretches toward the north
And setting sun to Hyla brook, I gave it
To flames without twice thinking, where it verges
Upon the road, to flames too, though in fear
They might find fuel there, in withered brake,
Grass its full length, old silver golden-rod,
And alder and grape vine entanglement,
To leap the dusty deadline. For my own
I took what front there was beside. I knelt
And thrust hands in and held my face away.
Fight such a fire by rubbing not by beating.
A board is the best weapon if you have it.
I had my coat. And oh, I knew, I knew,
And said out loud, I couldn’t bide the smother
And heat so close in; but the thought of all
The woods and town on fire by me, and all
The town turned out to fight for me—that held me.
I trusted the brook barrier, but feared
The road would fail; and on that side the fire
Died not without a noise of crackling wood—
Of something more than tinder-grass and weed—
That brought me to my feet to hold it back
By leaning back myself, as if the reins
Were round my neck and I was at the plough.
I won! But I’m sure no one ever spread
Another color over a tenth the space
That I spread coal-black over in the time
It took me. Neighbors coming home from town
Couldn’t believe that so much black had come there
While they had backs turned, that it hadn’t been there
When they had passed an hour or so before
Going the other way and they not seen it.
They looked about for someone to have done it.
But there was no one. I was somewhere wondering
Where all my weariness had gone and why
I walked so light on air in heavy shoes
In spite of a scorched Fourth-of-July feeling.
Why wouldn’t I be scared remembering that?”

“If it scares you, what will it do to us?”

“Scare you. But if you shrink from being scared,
What would you say to war if it should come?
That’s what for reasons I should like to know—
If you can comfort me by any answer.”

“Oh, but war’s not for children—it’s for men.”

“Now we are digging almost down to China.
My dears, my dears, you thought that—we all thought it.
So your mistake was ours. Haven’t you heard, though,
About the ships where war has found them out
At sea, about the towns where war has come
Through opening clouds at night with droning speed
Further o’erhead than all but stars and angels,—
And children in the ships and in the towns?
Haven’t you heard what we have lived to learn?
Nothing so new—something we had forgotten:
War is for everyone, for children too.
I wasn’t going to tell you and I mustn’t.
The best way is to come up hill with me
And have our fire and laugh and be afraid.”"
Robert Frost,The Freedom of the Moon ,"I've tried the new moon tilted in the air
Above a hazy tree-and-farmhouse cluster
As you might try a jewel in your hair.
I've tried it fine with little breadth of luster,
Alone, or in one ornament combining
With one first-water start almost shining.

I put it shining anywhere I please.
By walking slowly on some evening later,
I've pulled it from a crate of crooked trees,
And brought it over glossy water, greater,
And dropped it in, and seen the image wallow,
The color run, all sorts of wonder follow."
Robert Frost,The Gum-Gatherer ,"There overtook me and drew me in
To his down-hill, early-morning stride,
And set me five miles on my road
Better than if he had had me ride,
A man with a swinging bag for'load
And half the bag wound round his hand.
We talked like barking above the din
Of water we walked along beside.
And for my telling him where I'd been
And where I lived in mountain land
To be coming home the way I was,
He told me a little about himself.
He came from higher up in the pass
Where the grist of the new-beginning brooks
Is blocks split off the mountain mass --
And hop. eless grist enough it looks
Ever to grind to soil for grass.
(The way it is will do for moss.)
There he had built his stolen shack.
It had to be a stolen shack
Because of the fears of fire and logs
That trouble the sleep of lumber folk:
Visions of half the world burned black
And the sun shrunken yellow in smoke.
We know who when they come to town
Bring berries under the wagon seat,
Or a basket of eggs between their feet;
What this man brought in a cotton sack
Was gum, the gum of the mountain spruce.
He showed me lumps of the scented stuff
Like uncut jewels, dull and rough
It comes to market golden brown;
But turns to pink between the teeth.
I told him this is a pleasant life
To set your breast to the bark of trees
That all your days are dim beneath,
And reaching up with a little knife,
To loose the resin and take it down
And bring it to market when you please."
Robert Frost,The Last Mowing ,"There's a place called Far-away Meadow
We never shall mow in again,
Or such is the talk at the farmhouse:
The meadow is finished with men.
Then now is the chance for the flowers
That can't stand mowers and plowers.
It must be now, through, in season
Before the not mowing brings trees on,
Before trees, seeing the opening,
March into a shadowy claim.
The trees are all I'm afraid of,
That flowers can't bloom in the shade of;
It's no more men I'm afraid of;
The meadow is done with the tame.
The place for the moment is ours
For you, oh tumultuous flowers,
To go to waste and go wild in,
All shapes and colors of flowers,
I needn't call you by name."
Robert Frost,The Mountain ,"The mountain held the town as in a shadow
I saw so much before I slept there once:
I noticed that I missed stars in the west,
Where its black body cut into the sky.
Near me it seemed: I felt it like a wall
Behind which I was sheltered from a wind.
And yet between the town and it I found,
When I walked forth at dawn to see new things,
Were fields, a river, and beyond, more fields.
The river at the time was fallen away,
And made a widespread brawl on cobble-stones;
But the signs showed what it had done in spring;
Good grass-land gullied out, and in the grass
Ridges of sand, and driftwood stripped of bark.
I crossed the river and swung round the mountain.
And there I met a man who moved so slow
With white-faced oxen in a heavy cart,
It seemed no hand to stop him altogether.
""What town is this?"" I asked.
""This? Lunenburg.""
Then I was wrong: the town of my sojourn,
Beyond the bridge, was not that of the mountain,
But only felt at night its shadowy presence.
""Where is your village? Very far from here?""
""There is no village--only scattered farms.
We were but sixty voters last election.
We can't in nature grow to many more:
That thing takes all the room!"" He moved his goad.
The mountain stood there to be pointed at.
Pasture ran up the side a little way,
And then there was a wall of trees with trunks:
After that only tops of trees, and cliffs
Imperfectly concealed among the leaves.
A dry ravine emerged from under boughs
Into the pasture.
""That looks like a path.
Is that the way to reach the top from here?--
Not for this morning, but some other time:
I must be getting back to breakfast now.""
""I don't advise your trying from this side.
There is no proper path, but those that have
Been up, I understand, have climbed from Ladd's.
That's five miles back. You can't mistake the place:
They logged it there last winter some way up.
I'd take you, but I'm bound the other way.""
""You've never climbed it?""
""I've been on the sides
Deer-hunting and trout-fishing. There's a brook
That starts up on it somewhere--I've heard say
Right on the top, tip-top--a curious thing.
But what would interest you about the brook,
It's always cold in summer, warm in winter.
One of the great sights going is to see
It steam in winter like an ox's breath,
Until the bushes all along its banks
Are inch-deep with the frosty spines and bristles--
You know the kind. Then let the sun shine on it!""
""There ought to be a view around the world
From such a mountain--if it isn't wooded
Clear to the top."" I saw through leafy screens
Great granite terraces in sun and shadow,
Shelves one could rest a knee on getting up--
With depths behind him sheer a hundred feet;
Or turn and sit on and look out and down,
With little ferns in crevices at his elbow.
""As to that I can't say. But there's the spring,
Right on the summit, almost like a fountain.
That ought to be worth seeing.""
""If it's there.
You never saw it?""
""I guess there's no doubt
About its being there. I never saw it.
It may not be right on the very top:
It wouldn't have to be a long way down
To have some head of water from above,
And a good distance down might not be noticed
By anyone who'd come a long way up.
One time I asked a fellow climbing it
To look and tell me later how it was.""
""What did he say?""
""He said there was a lake
Somewhere in Ireland on a mountain top.""
""But a lake's different. What about the spring?""
""He never got up high enough to see.
That's why I don't advise your trying this side.
He tried this side. I've always meant to go
And look myself, but you know how it is:
It doesn't seem so much to climb a mountain
You've worked around the foot of all your life.
What would I do? Go in my overalls,
With a big stick, the same as when the cows
Haven't come down to the bars at milking time?
Or with a shotgun for a stray black bear?
'Twouldn't seem real to climb for climbing it.""
""I shouldn't climb it if I didn't want to--
Not for the sake of climbing. What's its name?""
""We call it Hor: I don't know if that's right.""
""Can one walk around it? Would it be too far?""
""You can drive round and keep in Lunenburg,
But it's as much as ever you can do,
The boundary lines keep in so close to it.
Hor is the township, and the township's Hor--
And a few houses sprinkled round the foot,
Like boulders broken off the upper cliff,
Rolled out a little farther than the rest.""
""Warm in December, cold in June, you say?""
""I don't suppose the water's changed at all.
You and I know enough to know it's warm
Compared with cold, and cold compared with warm.
But all the fun's in how you say a thing.""
""You've lived here all your life?""
""Ever since Hor
Was no bigger than a----"" What, I did not hear.
He drew the oxen toward him with light touches
Of his slim goad on nose and offside flank,
Gave them their marching orders and was moving."
